n1m1/_n1m1a0.0_n1m1a0.5_z500_intens.png,0.5,0,0,0,0,0,0,0
n1m1/_n1m1a0.01_n1m1a0.49_z500_intens.png,0.49,0,0,0,0,0,0,0
n1m1/_n1m1a0.02_n1m1a0.48_z500_intens.png,0.48,0,0,0,0,0,0,0
n1m1/_n1m1a0.03_n1m1a0.47_z500_intens.png,0.47,0,0,0,0,0,0,0
n1m1/_n1m1a0.04_n1m1a0.46_z500_intens.png,0.46,0,0,0,0,0,0,0
n1m1/_n1m1a0.05_n1m1a0.45_z500_intens.png,0.45,0,0,0,0,0,0,0
n1m1/_n1m1a0.06_n1m1a0.44_z500_intens.png,0.44,0,0,0,0,0,0,0
n1m1/_n1m1a0.07_n1m1a0.43_z500_intens.png,0.43,0,0,0,0,0,0,0
n1m1/_n1m1a0.08_n1m1a0.42_z500_intens.png,0.42,0,0,0,0,0,0,0
n1m1/_n1m1a0.09_n1m1a0.41_z500_intens.png,0.41,0,0,0,0,0,0,0
n1m1/_n1m1a0.1_n1m1a0.4_z500_intens.png,0.4,0,0,0,0,0,0,0
n1m1/_n1m1a0.11_n1m1a0.39_z500_intens.png,0.39,0,0,0,0,0,0,0
n1m1/_n1m1a0.12_n1m1a0.38_z500_intens.png,0.38,0,0,0,0,0,0,0
n1m1/_n1m1a0.13_n1m1a0.37_z500_intens.png,0.37,0,0,0,0,0,0,0
n1m1/_n1m1a0.14_n1m1a0.36_z500_intens.png,0.36,0,0,0,0,0,0,0
n1m1/_n1m1a0.15_n1m1a0.35_z500_intens.png,0.35,0,0,0,0,0,0,0
n1m1/_n1m1a0.16_n1m1a0.34_z500_intens.png,0.34,0,0,0,0,0,0,0
n1m1/_n1m1a0.17_n1m1a0.33_z500_intens.png,0.33,0,0,0,0,0,0,0
n1m1/_n1m1a0.18_n1m1a0.32_z500_intens.png,0.32,0,0,0,0,0,0,0
n1m1/_n1m1a0.19_n1m1a0.31_z500_intens.png,0.31,0,0,0,0,0,0,0
n1m1/_n1m1a0.2_n1m1a0.3_z500_intens.png,0.3,0,0,0,0,0,0,0
n1m1/_n1m1a0.21_n1m1a0.29_z500_intens.png,0.29,0,0,0,0,0,0,0
n1m1/_n1m1a0.22_n1m1a0.28_z500_intens.png,0.28,0,0,0,0,0,0,0
n1m1/_n1m1a0.23_n1m1a0.27_z500_intens.png,0.27,0,0,0,0,0,0,0
n1m1/_n1m1a0.24_n1m1a0.26_z500_intens.png,0.26,0,0,0,0,0,0,0
n1m1/_n1m1a0.25_n1m1a0.25_z500_intens.png,0.25,0,0,0,0,0,0,0
n1m1/_n1m1a0.26_n1m1a0.24_z500_intens.png,0.24,0,0,0,0,0,0,0
n1m1/_n1m1a0.27_n1m1a0.23_z500_intens.png,0.23,0,0,0,0,0,0,0
n1m1/_n1m1a0.28_n1m1a0.22_z500_intens.png,0.22,0,0,0,0,0,0,0
n1m1/_n1m1a0.29_n1m1a0.21_z500_intens.png,0.21,0,0,0,0,0,0,0
n1m1/_n1m1a0.3_n1m1a0.2_z500_intens.png,0.2,0,0,0,0,0,0,0
n1m1/_n1m1a0.31_n1m1a0.19_z500_intens.png,0.19,0,0,0,0,0,0,0
n1m1/_n1m1a0.32_n1m1a0.18_z500_intens.png,0.18,0,0,0,0,0,0,0
n1m1/_n1m1a0.33_n1m1a0.17_z500_intens.png,0.17,0,0,0,0,0,0,0
n1m1/_n1m1a0.34_n1m1a0.16_z500_intens.png,0.16,0,0,0,0,0,0,0
n1m1/_n1m1a0.35_n1m1a0.15_z500_intens.png,0.15,0,0,0,0,0,0,0
n1m1/_n1m1a0.36_n1m1a0.14_z500_intens.png,0.14,0,0,0,0,0,0,0
n1m1/_n1m1a0.37_n1m1a0.13_z500_intens.png,0.13,0,0,0,0,0,0,0
n1m1/_n1m1a0.38_n1m1a0.12_z500_intens.png,0.12,0,0,0,0,0,0,0
n1m1/_n1m1a0.39_n1m1a0.11_z500_intens.png,0.11,0,0,0,0,0,0,0
n1m1/_n1m1a0.4_n1m1a0.1_z500_intens.png,0.1,0,0,0,0,0,0,0
n1m1/_n1m1a0.41_n1m1a0.09_z500_intens.png,0.09,0,0,0,0,0,0,0
n1m1/_n1m1a0.42_n1m1a0.08_z500_intens.png,0.08,0,0,0,0,0,0,0
n1m1/_n1m1a0.43_n1m1a0.07_z500_intens.png,0.07,0,0,0,0,0,0,0
n1m1/_n1m1a0.44_n1m1a0.06_z500_intens.png,0.06,0,0,0,0,0,0,0
n1m1/_n1m1a0.45_n1m1a0.05_z500_intens.png,0.05,0,0,0,0,0,0,0
n1m1/_n1m1a0.46_n1m1a0.04_z500_intens.png,0.04,0,0,0,0,0,0,0
n1m1/_n1m1a0.47_n1m1a0.03_z500_intens.png,0.03,0,0,0,0,0,0,0
n1m1/_n1m1a0.48_n1m1a0.02_z500_intens.png,0.02,0,0,0,0,0,0,0
n1m1/_n1m1a0.49_n1m1a0.01_z500_intens.png,0.01,0,0,0,0,0,0,0
n1m1/_n1m1a0.0_n2m0a0.5_z500_intens.png,0.0,0.5,0,0,0,0,0,0
n1m1/_n1m1a0.01_n2m0a0.49_z500_intens.png,0.01,0.49,0,0,0,0,0,0
n1m1/_n1m1a0.02_n2m0a0.48_z500_intens.png,0.02,0.48,0,0,0,0,0,0
n1m1/_n1m1a0.03_n2m0a0.47_z500_intens.png,0.03,0.47,0,0,0,0,0,0
n1m1/_n1m1a0.04_n2m0a0.46_z500_intens.png,0.04,0.46,0,0,0,0,0,0
n1m1/_n1m1a0.05_n2m0a0.45_z500_intens.png,0.05,0.45,0,0,0,0,0,0
n1m1/_n1m1a0.06_n2m0a0.44_z500_intens.png,0.06,0.44,0,0,0,0,0,0
n1m1/_n1m1a0.07_n2m0a0.43_z500_intens.png,0.07,0.43,0,0,0,0,0,0
n1m1/_n1m1a0.08_n2m0a0.42_z500_intens.png,0.08,0.42,0,0,0,0,0,0
n1m1/_n1m1a0.09_n2m0a0.41_z500_intens.png,0.09,0.41,0,0,0,0,0,0
n1m1/_n1m1a0.1_n2m0a0.4_z500_intens.png,0.1,0.4,0,0,0,0,0,0
n1m1/_n1m1a0.11_n2m0a0.39_z500_intens.png,0.11,0.39,0,0,0,0,0,0
n1m1/_n1m1a0.12_n2m0a0.38_z500_intens.png,0.12,0.38,0,0,0,0,0,0
n1m1/_n1m1a0.13_n2m0a0.37_z500_intens.png,0.13,0.37,0,0,0,0,0,0
n1m1/_n1m1a0.14_n2m0a0.36_z500_intens.png,0.14,0.36,0,0,0,0,0,0
n1m1/_n1m1a0.15_n2m0a0.35_z500_intens.png,0.15,0.35,0,0,0,0,0,0
n1m1/_n1m1a0.16_n2m0a0.34_z500_intens.png,0.16,0.34,0,0,0,0,0,0
n1m1/_n1m1a0.17_n2m0a0.33_z500_intens.png,0.17,0.33,0,0,0,0,0,0
n1m1/_n1m1a0.18_n2m0a0.32_z500_intens.png,0.18,0.32,0,0,0,0,0,0
n1m1/_n1m1a0.19_n2m0a0.31_z500_intens.png,0.19,0.31,0,0,0,0,0,0
n1m1/_n1m1a0.2_n2m0a0.3_z500_intens.png,0.2,0.3,0,0,0,0,0,0
n1m1/_n1m1a0.21_n2m0a0.29_z500_intens.png,0.21,0.29,0,0,0,0,0,0
n1m1/_n1m1a0.22_n2m0a0.28_z500_intens.png,0.22,0.28,0,0,0,0,0,0
n1m1/_n1m1a0.23_n2m0a0.27_z500_intens.png,0.23,0.27,0,0,0,0,0,0
n1m1/_n1m1a0.24_n2m0a0.26_z500_intens.png,0.24,0.26,0,0,0,0,0,0
